北方棲姫,Northern Princess,lwrljvbgvkxe,581,0,True
北方棲姫,Northern Princess,rgjwnwdygctr,582,0,True
中間棲姫,Midway Princess,naucyhpcdjwf,583,0,True
中間棲姫,Midway Princess,fcaeosgyrckf,584,0,True
空母棲鬼,Aircraft Carrier Demon,kvllndxefqyr,585,0,True
空母棲姫,Aircraft Carrier Princess,eoaivzseqtwo,586,0,True
北方棲姫,Northern Princess,bcvjduazbvue,587,0,True
北方棲姫,Northern Princess,jtokvqdkiidv,588,0,True
北方棲姫,Northern Princess,yqxjpfvbrghk,589,0,True
北方棲姫,Northern Princess,xsjvtttdqhwy,590,0,True
軽巡ツ級,CL Tsu-class,vwaghxaewzdw,591,0,True
軽巡ツ級 Elite,CL Tsu-class Elite,ypbbvxgczbph,592,0,True
重巡ネ級,CA Ne-class,yowvcxyrqiqe,594,0,True
重巡ネ級 Elite,CA Ne-class Elite,aaklgdwughjy,595,0,True
駆逐棲姫,Destroyer Princess,xdcuopswoflo,597,0,True
駆逐棲姫,Destroyer Princess,ogjyulhxjvhr,598,0,True
空母水鬼,Aircraft Carrier Water Demon,zkkzcjehulfi,599,0,True
空母水鬼,Aircraft Carrier Water Demon,ptotvjxlwqgh,600,0,True
軽巡棲鬼,Light Cruiser Demon,dpmgoqtslers,601,0,True
軽巡棲鬼,Light Cruiser Demon,jzweeqxgragj,602,0,True
戦艦水鬼,Battleship Water Demon,iepccppipopa,603,0,True
戦艦水鬼,Battleship Water Demon,srqsizwuyvfm,604,0,True
港湾水鬼,Harbor Water Demon,jnwpsrxekmbn,605,0,True
港湾水鬼,Harbor Water Demon,clqoqbjfvidf,606,0,True
港湾水鬼,Harbor Water Demon,ysteufhuvuuk,607,0,True
港湾水鬼,Harbor Water Demon,octsmbzvtknp,608,0,True
泊地水鬼,Anchorage Water Demon,qvjxstjsucxx,609,0,True
泊地水鬼,Anchorage Water Demon,vjgqyiisflxo,610,0,True
泊地水鬼,Anchorage Water Demon,yqbbctkwbtgd,611,0,True
泊地水鬼,Anchorage Water Demon,iinthvbcxohn,612,0,True
港湾棲姫,Harbor Princess,fwbonbofgcwe,613,0,True
空母ヲ級 Flagship,CV Wo-class Flagship,xwkafpsvohsx,614,0,True
空母ヲ級 Flagship,CV Wo-class Flagship,swtqydoaxery,615,0,True
空母ヲ級改 Flagship,CV Wo-class Kai Flagship,kevftdefeysm,616,0,True
空母ヲ級改 Flagship,CV Wo-class Kai Flagship,oclehydqqwtr,617,0,True
空母ヲ級改 Flagship,CV Wo-class Kai Flagship,whfpobwysexc,618,0,True
空母棲鬼,Aircraft Carrier Demon,wnnfthmvobbc,619,0,True
空母棲姫,Aircraft Carrier Princess,mowniqrfpjjw,620,0,True
駆逐イ級後期型 Elite,DD I-class Late Model Elite,mhgomfxjbdqg,621,0,True
駆逐ロ級後期型 Elite,DD Ro-class Late Model Elite,oevqngeqykfc,622,0,True
駆逐ハ級後期型 Elite,DD Ha-class Late-Model Elite,hzegzqgicqnv,623,0,True
駆逐ニ級後期型 Elite,DD Ni-class Late Model Elite,mqboqqeinwaj,624,0,True
水母棲姫,AV Princess,wlmwstevvrwv,625,0,True
水母棲姫,AV Princess,yjylvwiustlg,626,0,True
水母棲姫,AV Princess,bxslnscoclqv,627,0,True
防空棲姫,Air Defense Princess,qyzjmmmamvqv,628,0,True
防空棲姫,Air Defense Princess,cvhmavgxsrbr,629,0,True
防空棲姫,Air Defense Princess,mxftnbimpfud,630,0,True
飛行場姫,Airfield Princess,oequjjnzhgcw,631,0,True
飛行場姫,Airfield Princess,jdpebtsbhupn,632,0,True
飛行場姫,Airfield Princess,ozdxnvurmoyg,633,0,True
離島棲鬼,Isolated Island Demon,oesmuxjcpwsl,634,0,True
離島棲鬼,Isolated Island Demon,lxkovqjiqcue,635,0,True
離島棲鬼,Isolated Island Demon,idborkfjzpjt,636,0,True
PT小鬼群,PT Imps,bqucqmrihwuh,637,0,True
PT小鬼群,PT Imps,dsstfcxfwiui,638,0,True
PT小鬼群,PT Imps,nmxeowqlleay,639,0,True
PT小鬼群,PT Imps,ldsiznnfxhsi,640,0,True
軽巡棲姫,Light Cruiser Princess,ovecdselmpus,641,0,True
軽巡棲姫,Light Cruiser Princess,disbkhsrvdyz,642,0,True
軽巡棲姫,Light Cruiser Princess,zpgkgrqnfbgw,643,0,True
潜水棲姫,Submarine Princess,xqhnwnncqfsb,644,0,True
潜水棲姫,Submarine Princess,iunhutnvrvpw,645,0,True
潜水棲姫,Submarine Princess,ydnymnspgijb,646,0,True
駆逐水鬼,Destroyer Water Demon,ebsfauvzpldv,647,0,True
駆逐水鬼,Destroyer Water Demon,fhpklciryypc,648,0,True
駆逐水鬼,Destroyer Water Demon,vbihybmotyce,649,0,True
タカオ,Arpeggio Takao,,-1,-1,True
ハルナ,Arpeggio Haruna,,-1,-1,True
コンゴウ,Arpeggio Kongou,,-1,-1,True
マヤ,Arpeggio Maya,,-1,-1,True
キリシマ,Arpeggio Kirishima,,-1,-1,True
イオナ,Arpeggio Iona,,-1,-1,True
